2019-07-22 20:01:12.123 INFO     Starting buoy test
2019-07-22 20:01:12.301 INFO     Fwd Dist 1374 
2019-07-22 20:01:12.302 INFO     Fwd Conf 93
2019-07-22 20:01:12.473 INFO     Fwd Dist 1374 
2019-07-22 20:01:12.474 INFO     Fwd Conf 93
2019-07-22 20:01:12.656 INFO     Fwd Dist 1374 
2019-07-22 20:01:12.656 INFO     Fwd Conf 93
2019-07-22 20:01:12.765 INFO     Fwd Dist 1391 
2019-07-22 20:01:12.765 INFO     Fwd Conf 93
2019-07-22 20:01:12.970 INFO     Fwd Dist 1391 
2019-07-22 20:01:12.971 INFO     Fwd Conf 93
2019-07-22 20:01:13.147 INFO     Fwd Dist 1396 
2019-07-22 20:01:13.147 INFO     Fwd Conf 93
2019-07-22 20:01:13.326 INFO     Fwd Dist 1385 
2019-07-22 20:01:13.326 INFO     Fwd Conf 93
2019-07-22 20:01:13.453 INFO     Fwd Dist 1385 
2019-07-22 20:01:13.453 INFO     Fwd Conf 93
2019-07-22 20:01:13.644 INFO     Fwd Dist 1381 
2019-07-22 20:01:13.645 INFO     Fwd Conf 93
2019-07-22 20:01:13.833 INFO     Fwd Dist 1381 
2019-07-22 20:01:13.833 INFO     Fwd Conf 93
2019-07-22 20:01:14.026 INFO     Fwd Dist 1394 
2019-07-22 20:01:14.026 INFO     Fwd Conf 93
2019-07-22 20:01:14.185 INFO     Fwd Dist 1400 
2019-07-22 20:01:14.185 INFO     Fwd Conf 93
2019-07-22 20:01:14.330 INFO     Fwd Dist 1400 
2019-07-22 20:01:14.331 INFO     Fwd Conf 93
2019-07-22 20:01:14.476 INFO     Fwd Dist 1413 
2019-07-22 20:01:14.477 INFO     Fwd Conf 93
2019-07-22 20:01:14.682 INFO     Fwd Dist 1413 
2019-07-22 20:01:14.684 INFO     Fwd Conf 96
2019-07-22 20:01:14.867 INFO     Fwd Dist 1433 
2019-07-22 20:01:14.868 INFO     Fwd Conf 96
2019-07-22 20:01:15.049 INFO     Fwd Dist 1433 
2019-07-22 20:01:15.051 INFO     Fwd Conf 96
2019-07-22 20:01:15.264 INFO     Fwd Dist 1448 
2019-07-22 20:01:15.265 INFO     Fwd Conf 80
2019-07-22 20:01:15.444 INFO     Fwd Dist 1462 
2019-07-22 20:01:15.445 INFO     Fwd Conf 80
2019-07-22 20:01:15.631 INFO     Fwd Dist 1462 
2019-07-22 20:01:15.633 INFO     Fwd Conf 80
2019-07-22 20:01:15.836 INFO     Fwd Dist 1446 
2019-07-22 20:01:15.838 INFO     Fwd Conf 96
2019-07-22 20:01:16.013 INFO     Fwd Dist 1498 
2019-07-22 20:01:16.015 INFO     Fwd Conf 96
2019-07-22 20:01:16.206 INFO     Fwd Dist 1498 
2019-07-22 20:01:16.207 INFO     Fwd Conf 96
2019-07-22 20:01:16.415 INFO     Fwd Dist 1521 
2019-07-22 20:01:16.416 INFO     Fwd Conf 96
2019-07-22 20:01:16.620 INFO     Fwd Dist 1520 
2019-07-22 20:01:16.623 INFO     Fwd Conf 96
2019-07-22 20:01:16.828 INFO     Fwd Dist 1550 
2019-07-22 20:01:16.829 INFO     Fwd Conf 99
2019-07-22 20:01:17.020 INFO     Fwd Dist 1550 
2019-07-22 20:01:17.021 INFO     Fwd Conf 97
2019-07-22 20:01:17.205 INFO     Fwd Dist 1566 
2019-07-22 20:01:17.206 INFO     Fwd Conf 97
2019-07-22 20:01:17.413 INFO     Fwd Dist 1632 
2019-07-22 20:01:17.414 INFO     Fwd Conf 81
2019-07-22 20:01:17.597 INFO     Fwd Dist 1632 
2019-07-22 20:01:17.598 INFO     Fwd Conf 97
2019-07-22 20:01:17.778 INFO     Fwd Dist 1661 
2019-07-22 20:01:17.780 INFO     Fwd Conf 97
2019-07-22 20:01:18.003 INFO     Fwd Dist 1663 
2019-07-22 20:01:18.005 INFO     Fwd Conf 100
2019-07-22 20:01:18.177 INFO     Fwd Dist 8915 
2019-07-22 20:01:18.178 INFO     Fwd Conf 100
2019-07-22 20:01:23.113 INFO     Done buoy test
