2019-07-23 19:52:00.130 INFO     Starting buoy test
2019-07-23 19:52:00.287 INFO     Fwd Dist 5478 
2019-07-23 19:52:00.287 INFO     Fwd Conf 100
2019-07-23 19:52:00.446 INFO     Fwd Dist 5478 
2019-07-23 19:52:00.446 INFO     Fwd Conf 100
2019-07-23 19:52:00.594 INFO     Fwd Dist 5477 
2019-07-23 19:52:00.595 INFO     Fwd Conf 100
2019-07-23 19:52:00.752 INFO     Fwd Dist 5476 
2019-07-23 19:52:00.752 INFO     Fwd Conf 100
2019-07-23 19:52:00.910 INFO     Fwd Dist 5476 
2019-07-23 19:52:00.910 INFO     Fwd Conf 100
2019-07-23 19:52:01.058 INFO     Fwd Dist 5476 
2019-07-23 19:52:01.059 INFO     Fwd Conf 100
2019-07-23 19:52:01.216 INFO     Fwd Dist 5476 
2019-07-23 19:52:01.216 INFO     Fwd Conf 100
2019-07-23 19:52:01.353 INFO     Fwd Dist 5475 
2019-07-23 19:52:01.354 INFO     Fwd Conf 100
2019-07-23 19:52:01.522 INFO     Fwd Dist 5475 
2019-07-23 19:52:01.522 INFO     Fwd Conf 100
2019-07-23 19:52:01.723 INFO     Fwd Dist 5472 
2019-07-23 19:52:01.724 INFO     Fwd Conf 100
2019-07-23 19:52:01.902 INFO     Fwd Dist 5471 
2019-07-23 19:52:01.902 INFO     Fwd Conf 100
2019-07-23 19:52:02.059 INFO     Fwd Dist 5471 
2019-07-23 19:52:02.059 INFO     Fwd Conf 100
2019-07-23 19:52:02.133 INFO      prev 5471
2019-07-23 19:52:02.133 INFO      current 5471
2019-07-23 19:52:02.134 INFO      diff 0
2019-07-23 19:52:02.134 INFO      accu_diff 0
2019-07-23 19:52:02.145 INFO      prev 5471
2019-07-23 19:52:02.145 INFO      current 5471
2019-07-23 19:52:02.145 INFO      diff 0
2019-07-23 19:52:02.145 INFO      accu_diff 0
2019-07-23 19:52:02.156 INFO      prev 5471
2019-07-23 19:52:02.156 INFO      current 5471
2019-07-23 19:52:02.156 INFO      diff 0
2019-07-23 19:52:02.157 INFO      accu_diff 0
2019-07-23 19:52:02.167 INFO      prev 5471
2019-07-23 19:52:02.167 INFO      current 5471
2019-07-23 19:52:02.168 INFO      diff 0
2019-07-23 19:52:02.168 INFO      accu_diff 0
2019-07-23 19:52:02.178 INFO      prev 5471
2019-07-23 19:52:02.179 INFO      current 5471
2019-07-23 19:52:02.179 INFO      diff 0
2019-07-23 19:52:02.179 INFO      accu_diff 0
2019-07-23 19:52:02.190 INFO      prev 5471
2019-07-23 19:52:02.190 INFO      current 5471
2019-07-23 19:52:02.190 INFO      diff 0
2019-07-23 19:52:02.190 INFO      accu_diff 0
2019-07-23 19:52:02.201 INFO      prev 5471
2019-07-23 19:52:02.201 INFO      current 5471
2019-07-23 19:52:02.201 INFO      diff 0
2019-07-23 19:52:02.201 INFO      accu_diff 0
2019-07-23 19:52:02.212 INFO      prev 5471
2019-07-23 19:52:02.212 INFO      current 5471
2019-07-23 19:52:02.213 INFO      diff 0
2019-07-23 19:52:02.213 INFO      accu_diff 0
2019-07-23 19:52:02.218 INFO     Fwd Dist 5471 
2019-07-23 19:52:02.218 INFO     Fwd Conf 100
2019-07-23 19:52:02.223 INFO      prev 5471
2019-07-23 19:52:02.224 INFO      current 5471
2019-07-23 19:52:02.224 INFO      diff 0
2019-07-23 19:52:02.224 INFO      accu_diff 0
2019-07-23 19:52:02.235 INFO      prev 5471
2019-07-23 19:52:02.235 INFO      current 5471
2019-07-23 19:52:02.235 INFO      diff 0
2019-07-23 19:52:02.235 INFO      accu_diff 0
2019-07-23 19:52:02.246 INFO      prev 5471
2019-07-23 19:52:02.246 INFO      current 5471
2019-07-23 19:52:02.246 INFO      diff 0
2019-07-23 19:52:02.246 INFO      accu_diff 0
2019-07-23 19:52:02.257 INFO      prev 5471
2019-07-23 19:52:02.258 INFO      current 5471
2019-07-23 19:52:02.258 INFO      diff 0
2019-07-23 19:52:02.258 INFO      accu_diff 0
2019-07-23 19:52:02.269 INFO      prev 5471
2019-07-23 19:52:02.269 INFO      current 5471
2019-07-23 19:52:02.269 INFO      diff 0
2019-07-23 19:52:02.269 INFO      accu_diff 0
2019-07-23 19:52:02.280 INFO      prev 5471
2019-07-23 19:52:02.280 INFO      current 5471
2019-07-23 19:52:02.280 INFO      diff 0
2019-07-23 19:52:02.281 INFO      accu_diff 0
2019-07-23 19:52:02.291 INFO      prev 5471
2019-07-23 19:52:02.292 INFO      current 5471
2019-07-23 19:52:02.292 INFO      diff 0
2019-07-23 19:52:02.292 INFO      accu_diff 0
2019-07-23 19:52:02.303 INFO      prev 5471
2019-07-23 19:52:02.303 INFO      current 5471
2019-07-23 19:52:02.303 INFO      diff 0
2019-07-23 19:52:02.303 INFO      accu_diff 0
2019-07-23 19:52:02.314 INFO      prev 5471
2019-07-23 19:52:02.314 INFO      current 5471
2019-07-23 19:52:02.314 INFO      diff 0
2019-07-23 19:52:02.314 INFO      accu_diff 0
2019-07-23 19:52:02.325 INFO      prev 5471
2019-07-23 19:52:02.325 INFO      current 5474
2019-07-23 19:52:02.326 INFO      diff 3
2019-07-23 19:52:02.326 INFO      accu_diff 3
2019-07-23 19:52:02.337 INFO      prev 5474
2019-07-23 19:52:02.337 INFO      current 5474
2019-07-23 19:52:02.337 INFO      diff 0
2019-07-23 19:52:02.337 INFO      accu_diff 3
2019-07-23 19:52:02.348 INFO      prev 5474
2019-07-23 19:52:02.348 INFO      current 5474
2019-07-23 19:52:02.348 INFO      diff 0
2019-07-23 19:52:02.348 INFO      accu_diff 3
2019-07-23 19:52:02.359 INFO      prev 5474
2019-07-23 19:52:02.360 INFO      current 5474
2019-07-23 19:52:02.360 INFO      diff 0
2019-07-23 19:52:02.360 INFO      accu_diff 3
2019-07-23 19:52:02.371 INFO      prev 5474
2019-07-23 19:52:02.371 INFO      current 5474
2019-07-23 19:52:02.371 INFO      diff 0
2019-07-23 19:52:02.371 INFO      accu_diff 3
2019-07-23 19:52:02.382 INFO      prev 5474
2019-07-23 19:52:02.382 INFO      current 5474
2019-07-23 19:52:02.382 INFO      diff 0
2019-07-23 19:52:02.382 INFO      accu_diff 3
2019-07-23 19:52:02.393 INFO      prev 5474
2019-07-23 19:52:02.394 INFO      current 5474
2019-07-23 19:52:02.394 INFO      diff 0
2019-07-23 19:52:02.394 INFO      accu_diff 3
2019-07-23 19:52:02.405 INFO      prev 5474
2019-07-23 19:52:02.405 INFO      current 5474
2019-07-23 19:52:02.405 INFO      diff 0
2019-07-23 19:52:02.405 INFO      accu_diff 3
2019-07-23 19:52:02.415 INFO     Fwd Dist 5474 
2019-07-23 19:52:02.415 INFO     Fwd Conf 100
2019-07-23 19:52:02.416 INFO      prev 5474
2019-07-23 19:52:02.416 INFO      current 5474
2019-07-23 19:52:02.416 INFO      diff 0
2019-07-23 19:52:02.416 INFO      accu_diff 3
2019-07-23 19:52:02.427 INFO      prev 5474
2019-07-23 19:52:02.427 INFO      current 5474
2019-07-23 19:52:02.427 INFO      diff 0
2019-07-23 19:52:02.428 INFO      accu_diff 3
2019-07-23 19:52:02.438 INFO      prev 5474
2019-07-23 19:52:02.438 INFO      current 5474
2019-07-23 19:52:02.439 INFO      diff 0
2019-07-23 19:52:02.439 INFO      accu_diff 3
2019-07-23 19:52:02.450 INFO      prev 5474
2019-07-23 19:52:02.450 INFO      current 5474
2019-07-23 19:52:02.450 INFO      diff 0
2019-07-23 19:52:02.450 INFO      accu_diff 3
2019-07-23 19:52:02.461 INFO      prev 5474
2019-07-23 19:52:02.461 INFO      current 5474
2019-07-23 19:52:02.461 INFO      diff 0
2019-07-23 19:52:02.461 INFO      accu_diff 3
2019-07-23 19:52:02.472 INFO      prev 5474
2019-07-23 19:52:02.472 INFO      current 5474
2019-07-23 19:52:02.473 INFO      diff 0
2019-07-23 19:52:02.473 INFO      accu_diff 3
2019-07-23 19:52:02.484 INFO      prev 5474
2019-07-23 19:52:02.484 INFO      current 5474
2019-07-23 19:52:02.484 INFO      diff 0
2019-07-23 19:52:02.484 INFO      accu_diff 3
2019-07-23 19:52:02.495 INFO      prev 5474
2019-07-23 19:52:02.495 INFO      current 5474
2019-07-23 19:52:02.495 INFO      diff 0
2019-07-23 19:52:02.495 INFO      accu_diff 3
2019-07-23 19:52:02.506 INFO      prev 5474
2019-07-23 19:52:02.506 INFO      current 5474
2019-07-23 19:52:02.506 INFO      diff 0
2019-07-23 19:52:02.507 INFO      accu_diff 3
2019-07-23 19:52:02.517 INFO      prev 5474
2019-07-23 19:52:02.518 INFO      current 5474
2019-07-23 19:52:02.518 INFO      diff 0
2019-07-23 19:52:02.518 INFO      accu_diff 3
2019-07-23 19:52:02.529 INFO      prev 5474
2019-07-23 19:52:02.529 INFO      current 5474
2019-07-23 19:52:02.530 INFO      diff 0
2019-07-23 19:52:02.530 INFO      accu_diff 3
2019-07-23 19:52:02.541 INFO      prev 5474
2019-07-23 19:52:02.541 INFO      current 5474
2019-07-23 19:52:02.541 INFO      diff 0
2019-07-23 19:52:02.541 INFO      accu_diff 3
2019-07-23 19:52:02.552 INFO      prev 5474
2019-07-23 19:52:02.552 INFO      current 5474
