2019-07-22 20:08:12.841 INFO     Starting buoy test
2019-07-22 20:08:12.997 INFO     Fwd Dist 1420 
2019-07-22 20:08:12.999 INFO     Fwd Conf 100
2019-07-22 20:08:13.196 INFO     Fwd Dist 1418 
2019-07-22 20:08:13.196 INFO     Fwd Conf 100
2019-07-22 20:08:13.371 INFO     Fwd Dist 1420 
2019-07-22 20:08:13.371 INFO     Fwd Conf 100
2019-07-22 20:08:13.554 INFO     Fwd Dist 1420 
2019-07-22 20:08:13.554 INFO     Fwd Conf 100
2019-07-22 20:08:13.737 INFO     Fwd Dist 1418 
2019-07-22 20:08:13.737 INFO     Fwd Conf 100
2019-07-22 20:08:13.879 INFO     Fwd Dist 1418 
2019-07-22 20:08:13.879 INFO     Fwd Conf 100
2019-07-22 20:08:14.018 INFO     Fwd Dist 1415 
2019-07-22 20:08:14.018 INFO     Fwd Conf 100
2019-07-22 20:08:14.171 INFO     Fwd Dist 1415 
2019-07-22 20:08:14.171 INFO     Fwd Conf 100
2019-07-22 20:08:14.325 INFO     Fwd Dist 1413 
2019-07-22 20:08:14.326 INFO     Fwd Conf 100
2019-07-22 20:08:14.473 INFO     Fwd Dist 1413 
2019-07-22 20:08:14.473 INFO     Fwd Conf 100
2019-07-22 20:08:14.611 INFO     Fwd Dist 1412 
2019-07-22 20:08:14.612 INFO     Fwd Conf 100
2019-07-22 20:08:14.825 INFO     Fwd Dist 1412 
2019-07-22 20:08:14.825 INFO     Fwd Conf 100
2019-07-22 20:08:14.953 INFO     Fwd Dist 1410 
2019-07-22 20:08:14.953 INFO     Fwd Conf 100
2019-07-22 20:08:15.141 INFO     Fwd Dist 1416 
2019-07-22 20:08:15.142 INFO     Fwd Conf 100
2019-07-22 20:08:15.323 INFO     Fwd Dist 1416 
2019-07-22 20:08:15.324 INFO     Fwd Conf 100
2019-07-22 20:08:15.531 INFO     Fwd Dist 1421 
2019-07-22 20:08:15.532 INFO     Fwd Conf 100
2019-07-22 20:08:15.693 INFO     Fwd Dist 1432 
2019-07-22 20:08:15.694 INFO     Fwd Conf 100
2019-07-22 20:08:15.886 INFO     Fwd Dist 1432 
2019-07-22 20:08:15.887 INFO     Fwd Conf 100
2019-07-22 20:08:16.024 INFO     Fwd Dist 1437 
2019-07-22 20:08:16.025 INFO     Fwd Conf 100
2019-07-22 20:08:16.193 INFO     Fwd Dist 1437 
2019-07-22 20:08:16.194 INFO     Fwd Conf 100
2019-07-22 20:08:16.390 INFO     Fwd Dist 1441 
2019-07-22 20:08:16.393 INFO     Fwd Conf 100
2019-07-22 20:08:16.609 INFO     Fwd Dist 1443 
2019-07-22 20:08:16.610 INFO     Fwd Conf 100
2019-07-22 20:08:16.792 INFO     Fwd Dist 1443 
2019-07-22 20:08:16.793 INFO     Fwd Conf 100
2019-07-22 20:08:16.967 INFO     Fwd Dist 1445 
2019-07-22 20:08:16.969 INFO     Fwd Conf 100
2019-07-22 20:08:17.183 INFO     Fwd Dist 1447 
2019-07-22 20:08:17.185 INFO     Fwd Conf 100
2019-07-22 20:08:17.376 INFO     Fwd Dist 1447 
2019-07-22 20:08:17.377 INFO     Fwd Conf 100
2019-07-22 20:08:17.559 INFO     Fwd Dist 1449 
