2019-07-22 20:02:07.248 INFO     Starting buoy test
2019-07-22 20:02:07.385 INFO     Fwd Dist 1490 
2019-07-22 20:02:07.386 INFO     Fwd Conf 94
2019-07-22 20:02:07.562 INFO     Fwd Dist 1419 
2019-07-22 20:02:07.563 INFO     Fwd Conf 94
2019-07-22 20:02:07.755 INFO     Fwd Dist 1481 
2019-07-22 20:02:07.755 INFO     Fwd Conf 92
2019-07-22 20:02:07.957 INFO     Fwd Dist 1481 
2019-07-22 20:02:07.958 INFO     Fwd Conf 95
2019-07-22 20:02:08.105 INFO     Fwd Dist 1465 
2019-07-22 20:02:08.106 INFO     Fwd Conf 95
2019-07-22 20:02:08.269 INFO     Fwd Dist 1465 
2019-07-22 20:02:08.270 INFO     Fwd Conf 96
2019-07-22 20:02:08.410 INFO     Fwd Dist 1474 
2019-07-22 20:02:08.410 INFO     Fwd Conf 96
2019-07-22 20:02:08.550 INFO     Fwd Dist 1474 
2019-07-22 20:02:08.550 INFO     Fwd Conf 97
2019-07-22 20:02:08.745 INFO     Fwd Dist 1473 
2019-07-22 20:02:08.745 INFO     Fwd Conf 97
2019-07-22 20:02:08.893 INFO     Fwd Dist 1477 
2019-07-22 20:02:08.894 INFO     Fwd Conf 97
2019-07-22 20:02:09.094 INFO     Fwd Dist 1477 
2019-07-22 20:02:09.094 INFO     Fwd Conf 97
2019-07-22 20:02:09.275 INFO     Fwd Dist 1483 
2019-07-22 20:02:09.275 INFO     Fwd Conf 97
2019-07-22 20:02:09.471 INFO     Fwd Dist 1483 
2019-07-22 20:02:09.472 INFO     Fwd Conf 96
2019-07-22 20:02:09.614 INFO     Fwd Dist 1481 
2019-07-22 20:02:09.615 INFO     Fwd Conf 96
2019-07-22 20:02:09.802 INFO     Fwd Dist 1463 
2019-07-22 20:02:09.803 INFO     Fwd Conf 95
2019-07-22 20:02:09.994 INFO     Fwd Dist 1463 
2019-07-22 20:02:09.995 INFO     Fwd Conf 95
2019-07-22 20:02:10.141 INFO     Fwd Dist 1462 
2019-07-22 20:02:10.142 INFO     Fwd Conf 95
2019-07-22 20:02:10.340 INFO     Fwd Dist 1462 
2019-07-22 20:02:10.341 INFO     Fwd Conf 63
2019-07-22 20:02:10.676 INFO     Fwd Dist 1471 
2019-07-22 20:02:10.676 INFO     Fwd Conf 47
2019-07-22 20:02:11.005 INFO     Fwd Dist 1490 
2019-07-22 20:02:11.005 INFO     Fwd Conf 63
2019-07-22 20:02:11.272 INFO     Fwd Dist 1536 
2019-07-22 20:02:11.272 INFO     Fwd Conf 59
2019-07-22 20:02:11.628 INFO     Fwd Dist 1536 
2019-07-22 20:02:11.628 INFO     Fwd Conf 59
2019-07-22 20:02:12.068 INFO     Fwd Dist 1614 
2019-07-22 20:02:12.068 INFO     Fwd Conf 100
2019-07-22 20:02:12.291 INFO     Fwd Dist 8869 
2019-07-22 20:02:12.292 INFO     Fwd Conf 100
2019-07-22 20:02:17.223 INFO     Done buoy test
