2019-07-22 19:37:03.895 INFO     Starting buoy test
2019-07-22 19:37:04.126 INFO     Fwd Dist 957 
2019-07-22 19:37:04.129 INFO     Fwd Conf 68
2019-07-22 19:37:04.330 INFO     Fwd Dist 11465 
2019-07-22 19:37:04.332 INFO     Fwd Conf 68
2019-07-22 19:37:04.542 INFO     Fwd Dist 11465 
2019-07-22 19:37:04.544 INFO     Fwd Conf 68
2019-07-22 19:37:04.763 INFO     Fwd Dist 11465 
2019-07-22 19:37:04.765 INFO     Fwd Conf 68
2019-07-22 19:37:04.943 INFO     Fwd Dist 11465 
2019-07-22 19:37:04.944 INFO     Fwd Conf 68
2019-07-22 19:37:05.120 INFO     Fwd Dist 11465 
2019-07-22 19:37:05.121 INFO     Fwd Conf 68
2019-07-22 19:37:05.335 INFO     Fwd Dist 11465 
2019-07-22 19:37:05.336 INFO     Fwd Conf 68
2019-07-22 19:37:05.510 INFO     Fwd Dist 840 
2019-07-22 19:37:05.512 INFO     Fwd Conf 68
2019-07-22 19:37:05.712 INFO     Fwd Dist 840 
2019-07-22 19:37:05.713 INFO     Fwd Conf 68
